content,tokenized_text,stemmed_text,filtered_text,tokenized_stemmed_text
sudah payment tidak ke konfirmasi malah statusnya belum payment terus kalau  belum  siap bikin aplikasi tidak usah ikutin fnb lain deh tim itnya tidur saja  apa gimana,"['sudah', 'payment', 'tidak', 'ke', 'konfirmasi', 'malah', 'statusnya', 'belum', 'payment', 'terus', 'kalau', 'belum', 'siap', 'bikin', 'aplikasi', 'tidak', 'usah', 'ikutin', 'fnb', 'lain', 'deh', 'tim', 'itnya', 'tidur', 'saja', 'apa', 'gimana']",sudah payment tidak ke konfirmasi malah status belum payment terus kalau belum siap bikin aplikasi tidak usah ikutin fnb lain deh tim itnya tidur saja apa gimana,payment konfirmasi malah status payment terus siap bikin aplikasi usah ikutin fnb tim itnya tidur apa gimana,"['payment', 'konfirmasi', 'malah', 'status', 'payment', 'terus', 'siap', 'bikin', 'aplikasi', 'usah', 'ikutin', 'fnb', 'tim', 'itnya', 'tidur', 'apa', 'gimana']"
susah dipakai  nya ada tombol outlet sama  waktu pengiriman yang  tidak bisa diklik jadi tidak bisa dikonfirmasi harusnya lebih lengkap keterangan jarak yang  bisa dijangkau delivery berapa  kamu,"['susah', 'dipakai', 'nya', 'ada', 'tombol', 'outlet', 'sama', 'waktu', 'pengiriman', 'yang', 'tidak', 'bisa', 'diklik', 'jadi', 'tidak', 'bisa', 'dikonfirmasi', 'harusnya', 'lebih', 'lengkap', 'keterangan', 'jarak', 'yang', 'bisa', 'dijangkau', 'delivery', 'berapa', 'kamu']",susah pakai nya ada tombol outlet sama waktu kirim yang tidak bisa klik jadi tidak bisa konfirmasi harus lebih lengkap terang jarak yang bisa jangkau delivery berapa kamu,susah pakai tombol outlet waktu kirim klik konfirmasi lebih lengkap terang jarak jangkau delivery berapa,"['susah', 'pakai', 'tombol', 'outlet', 'waktu', 'kirim', 'klik', 'konfirmasi', 'lebih', 'lengkap', 'terang', 'jarak', 'jangkau', 'delivery', 'berapa']"
habis update malah hilang lokasi phnya di kota saya bagaimana  saya mau pesanan nih hadehhhh,"['habis', 'update', 'malah', 'hilang', 'lokasi', 'phnya', 'di', 'kota', 'saya', 'bagaimana', 'saya', 'mau', 'pesanan', 'nih', 'hadehhhh']",habis update malah hilang lokasi phnya di kota saya bagaimana saya mau pesan nih hadehhhh,habis update malah hilang lokasi phnya kota bagaimana mau pesan hadehhhh,"['habis', 'update', 'malah', 'hilang', 'lokasi', 'phnya', 'kota', 'bagaimana', 'mau', 'pesan', 'hadehhhh']"
aplikasi ampaslag mululog out sendiri mulumau pesanan tidak bisa mencetmalas,"['aplikasi', 'ampaslag', 'mululog', 'out', 'sendiri', 'mulumau', 'pesanan', 'tidak', 'bisa', 'mencetmalas']",aplikasi ampaslag mululog out sendiri mulumau pesan tidak bisa mencetmalas,aplikasi ampaslag mululog out sendiri mulumau pesan mencetmalas,"['aplikasi', 'ampaslag', 'mululog', 'out', 'sendiri', 'mulumau', 'pesan', 'mencetmalas']"
sejauh ini bagus tapi setelah di update gratis  cheezy pizza karena terlambat anter ya hilang jadi bingung aneh,"['sejauh', 'ini', 'bagus', 'tapi', 'setelah', 'di', 'update', 'gratis', 'cheezy', 'pizza', 'karena', 'terlambat', 'anter', 'ya', 'hilang', 'jadi', 'bingung', 'aneh']",jauh ini bagus tapi telah di update gratis cheezy pizza karena lambat anter ya hilang jadi bingung aneh,jauh bagus update gratis cheezy pizza lambat anter hilang bingung aneh,"['jauh', 'bagus', 'update', 'gratis', 'cheezy', 'pizza', 'lambat', 'anter', 'hilang', 'bingung', 'aneh']"
mantul,['mantul'],mantul,mantul,['mantul']
promo dihapus kocak,"['promo', 'dihapus', 'kocak']",promo hapus kocak,promo hapus kocak,"['promo', 'hapus', 'kocak']"
phd mekarwangi pelayanan buruk kalau tidak mau bikinin pizza tidak usah kerja di pizza hut pembeli beli pizza tidak dibikinin oneng tidak niat kerja loh,"['phd', 'mekarwangi', 'pelayanan', 'buruk', 'kalau', 'tidak', 'mau', 'bikinin', 'pizza', 'tidak', 'usah', 'kerja', 'di', 'pizza', 'hut', 'pembeli', 'beli', 'pizza', 'tidak', 'dibikinin', 'oneng', 'tidak', 'niat', 'kerja', 'loh']",phd mekarwangi layan buruk kalau tidak mau bikinin pizza tidak usah kerja di pizza hut beli beli pizza tidak dibikinin oneng tidak niat kerja loh,phd mekarwangi layan buruk mau bikinin pizza usah kerja pizza hut beli beli pizza dibikinin oneng niat kerja loh,"['phd', 'mekarwangi', 'layan', 'buruk', 'mau', 'bikinin', 'pizza', 'usah', 'kerja', 'pizza', 'hut', 'beli', 'beli', 'pizza', 'dibikinin', 'oneng', 'niat', 'kerja', 'loh']"
tiba tiba tidak bisa download,"['tiba', 'tiba', 'tidak', 'bisa', 'download']",tiba tiba tidak bisa download,tiba tiba download,"['tiba', 'tiba', 'download']"
masa pas di halaman data diri dan alamat nya oas di pencet pilih outket kaga bisa terus ngybisa pencet konfir juga bisa nya cancel sama kembali saja ,"['masa', 'pas', 'di', 'halaman', 'data', 'diri', 'dan', 'alamat', 'nya', 'oas', 'di', 'pencet', 'pilih', 'outket', 'kaga', 'bisa', 'terus', 'ngybisa', 'pencet', 'konfir', 'juga', 'bisa', 'nya', 'cancel', 'sama', 'kembali', 'saja']",masa pas di halaman data diri dan alamat nya oas di pencet pilih outket kaga bisa terus ngybisa pencet konfir juga bisa nya cancel sama kembali saja,masa pas halaman data diri alamat oas pencet pilih outket kaga terus ngybisa pencet konfir cancel,"['masa', 'pas', 'halaman', 'data', 'diri', 'alamat', 'oas', 'pencet', 'pilih', 'outket', 'kaga', 'terus', 'ngybisa', 'pencet', 'konfir', 'cancel']"
aplikasi buruk tidak bisa di klik sering error,"['aplikasi', 'buruk', 'tidak', 'bisa', 'di', 'klik', 'sering', 'error']",aplikasi buruk tidak bisa di klik sering error,aplikasi buruk klik sering error,"['aplikasi', 'buruk', 'klik', 'sering', 'error']"
update terbaru malah error tampilan pesanan hilang pembayaran banking cuma bca va tolong ditambahkan untuk pembayaran,"['update', 'terbaru', 'malah', 'error', 'tampilan', 'pesanan', 'hilang', 'pembayaran', 'banking', 'cuma', 'bca', 'va', 'tolong', 'ditambahkan', 'untuk', 'pembayaran']",update baru malah error tampil pesan hilang bayar banking cuma bca va tolong tambah untuk bayar,update baru malah error tampil pesan hilang bayar banking bca va tambah bayar,"['update', 'baru', 'malah', 'error', 'tampil', 'pesan', 'hilang', 'bayar', 'banking', 'bca', 'va', 'tambah', 'bayar']"
pelayanannya tidak ramah kurang memuaskan,"['pelayanannya', 'tidak', 'ramah', 'kurang', 'memuaskan']",layan tidak ramah kurang muas,layan ramah kurang muas,"['layan', 'ramah', 'kurang', 'muas']"
bagus sangat  promonya,"['bagus', 'sangat', 'promonya']",bagus sangat promonya,bagus sangat promonya,"['bagus', 'sangat', 'promonya']"
apa ini besar saja  namanya management dan sistem nya busuk pesanan sudah berhasil tidak di kasih kan lucu kalau nyalahin ya jangan customer tapi management dan sistem nya yang  buruk,"['apa', 'ini', 'besar', 'saja', 'namanya', 'management', 'dan', 'sistem', 'nya', 'busuk', 'pesanan', 'sudah', 'berhasil', 'tidak', 'di', 'kasih', 'kan', 'lucu', 'kalau', 'nyalahin', 'ya', 'jangan', 'customer', 'tapi', 'management', 'dan', 'sistem', 'nya', 'yang', 'buruk']",apa ini besar saja nama management dan sistem nya busuk pesan sudah hasil tidak di kasih kan lucu kalau nyalahin ya jangan customer tapi management dan sistem nya yang buruk,apa besar nama management sistem busuk pesan hasil kasih kan lucu nyalahin jangan customer management sistem buruk,"['apa', 'besar', 'nama', 'management', 'sistem', 'busuk', 'pesan', 'hasil', 'kasih', 'kan', 'lucu', 'nyalahin', 'jangan', 'customer', 'management', 'sistem', 'buruk']"
dengan adanya aplikasi ini jadi lebih terbantu bisa pesan dulu tinggal ambil sesuai jam yang  kita inginkan,"['dengan', 'adanya', 'aplikasi', 'ini', 'jadi', 'lebih', 'terbantu', 'bisa', 'pesan', 'dulu', 'tinggal', 'ambil', 'sesuai', 'jam', 'yang', 'kita', 'inginkan']",dengan ada aplikasi ini jadi lebih bantu bisa pesan dulu tinggal ambil sesuai jam yang kita ingin,aplikasi lebih bantu pesan dulu tinggal ambil sesuai jam,"['aplikasi', 'lebih', 'bantu', 'pesan', 'dulu', 'tinggal', 'ambil', 'sesuai', 'jam']"
mayan lah,"['mayan', 'lah']",mayan lah,mayan lah,"['mayan', 'lah']"
bobrok,['bobrok'],bobrok,bobrok,['bobrok']
kita di jebak,"['kita', 'di', 'jebak']",kita di jebak,jebak,['jebak']
sudah bisa digunakan,"['sudah', 'bisa', 'digunakan']",sudah bisa guna,,[]
memudahkan dalam  pesanan tapi kalau  bisa kasih voucher promo nya jangan yang pengguna baru saja  donk pengguna lama pun kasih free lain,"['memudahkan', 'dalam', 'pesanan', 'tapi', 'kalau', 'bisa', 'kasih', 'voucher', 'promo', 'nya', 'jangan', 'yang', 'pengguna', 'baru', 'saja', 'donk', 'pengguna', 'lama', 'pun', 'kasih', 'free', 'lain']",mudah dalam pesan tapi kalau bisa kasih voucher promo nya jangan yang guna baru saja donk guna lama pun kasih free lain,mudah pesan kasih voucher promo jangan baru donk lama kasih free,"['mudah', 'pesan', 'kasih', 'voucher', 'promo', 'jangan', 'baru', 'donk', 'lama', 'kasih', 'free']"
bagux,['bagux'],bagux,bagux,['bagux']
aplikasinya banyak berubah sejak diperbaharui maaf ya ratingnya saya kasih soalnya abis pesan terus  tidak tahu kasih penilaian ratingnga di sebelah mana terus sekarang mah kalau sudah kasih rating tidak dapat  free produk mirip  dulu lebih suka aplikasi yang dulu aza sekarang banyak fiturnya yang  menurut saya tidak penting aza begitu  terus  pas dine in pakai  voucher free coca cola dine ini eh tidak dikasihlebih sulit ini aplikasi dan meyusahkan terus  beli my box sudah ditentuin dari  aplikasi nya yang boxnya,"['aplikasinya', 'banyak', 'berubah', 'sejak', 'diperbaharui', 'maaf', 'ya', 'ratingnya', 'saya', 'kasih', 'soalnya', 'abis', 'pesan', 'terus', 'tidak', 'tahu', 'kasih', 'penilaian', 'ratingnga', 'di', 'sebelah', 'mana', 'terus', 'sekarang', 'mah', 'kalau', 'sudah', 'kasih', 'rating', 'tidak', 'dapat', 'free', 'produk', 'mirip', 'dulu', 'lebih', 'suka', 'aplikasi', 'yang', 'dulu', 'aza', 'sekarang', 'banyak', 'fiturnya', 'yang', 'menurut', 'saya', 'tidak', 'penting', 'aza', 'begitu', 'terus', 'pas', 'dine', 'in', 'pakai', 'voucher', 'free', 'coca', 'cola', 'dine', 'ini', 'eh', 'tidak', 'dikasihlebih', 'sulit', 'ini', 'aplikasi', 'dan', 'meyusahkan', 'terus', 'beli', 'my', 'box', 'sudah', 'ditentuin', 'dari', 'aplikasi', 'nya', 'yang', 'boxnya']",aplikasi banyak ubah sejak baharu maaf ya ratingnya saya kasih soal abis pesan terus tidak tahu kasih nilai ratingnga di belah mana terus sekarang mah kalau sudah kasih rating tidak dapat free produk mirip dulu lebih suka aplikasi yang dulu aza sekarang banyak fiturnya yang turut saya tidak penting aza begitu terus pas dine in pakai voucher free coca cola dine ini eh tidak dikasihlebih sulit ini aplikasi dan meyusahkan terus beli my box sudah ditentuin dari aplikasi nya yang boxnya,aplikasi banyak ubah sejak baharu maaf ratingnya kasih soal abis pesan terus tahu kasih nilai ratingnga belah mana terus sekarang mah kasih rating free produk mirip dulu lebih suka aplikasi dulu aza sekarang banyak fiturnya turut penting aza terus pas dine in pakai voucher free coca cola dine eh dikasihlebih sulit aplikasi meyusahkan terus beli my box ditentuin aplikasi boxnya,"['aplikasi', 'banyak', 'ubah', 'sejak', 'baharu', 'maaf', 'ratingnya', 'kasih', 'soal', 'abis', 'pesan', 'terus', 'tahu', 'kasih', 'nilai', 'ratingnga', 'belah', 'mana', 'terus', 'sekarang', 'mah', 'kasih', 'rating', 'free', 'produk', 'mirip', 'dulu', 'lebih', 'suka', 'aplikasi', 'dulu', 'aza', 'sekarang', 'banyak', 'fiturnya', 'turut', 'penting', 'aza', 'terus', 'pas', 'dine', 'in', 'pakai', 'voucher', 'free', 'coca', 'cola', 'dine', 'eh', 'dikasihlebih', 'sulit', 'aplikasi', 'meyusahkan', 'terus', 'beli', 'my', 'box', 'ditentuin', 'aplikasi', 'boxnya']"
nitip noted tapi gaa di sampaikangaa amanahaku jauh jadi pesan lewat aplikasi tapi gaa amanah,"['nitip', 'noted', 'tapi', 'gaa', 'di', 'sampaikangaa', 'amanahaku', 'jauh', 'jadi', 'pesan', 'lewat', 'aplikasi', 'tapi', 'gaa', 'amanah']",nitip noted tapi gaa di sampaikangaa amanahaku jauh jadi pesan lewat aplikasi tapi gaa amanah,nitip noted gaa sampaikangaa amanahaku jauh pesan lewat aplikasi gaa amanah,"['nitip', 'noted', 'gaa', 'sampaikangaa', 'amanahaku', 'jauh', 'pesan', 'lewat', 'aplikasi', 'gaa', 'amanah']"
tidak bisa scan qr error failed to scan loyality pointnya tidak bisa dipakai ,"['tidak', 'bisa', 'scan', 'qr', 'error', 'failed', 'to', 'scan', 'loyality', 'pointnya', 'tidak', 'bisa', 'dipakai']",tidak bisa scan qr error failed to scan loyality point tidak bisa pakai,scan qr error failed to scan loyality point pakai,"['scan', 'qr', 'error', 'failed', 'to', 'scan', 'loyality', 'point', 'pakai']"
tolong diperbaiki sistem bikin akunnya tidak jelas sekali  ribet lemot,"['tolong', 'diperbaiki', 'sistem', 'bikin', 'akunnya', 'tidak', 'jelas', 'sekali', 'ribet', 'lemot']",tolong baik sistem bikin akun tidak jelas sekali ribet lot,baik sistem bikin akun jelas sekali ribet lot,"['baik', 'sistem', 'bikin', 'akun', 'jelas', 'sekali', 'ribet', 'lot']"
pelayanannya baik,"['pelayanannya', 'baik']",layan baik,layan baik,"['layan', 'baik']"
login dan daftar paling ribet sedunia tidak semua orang pakai  whatsapp konfirmasi chat kode nya juga lama,"['login', 'dan', 'daftar', 'paling', 'ribet', 'sedunia', 'tidak', 'semua', 'orang', 'pakai', 'whatsapp', 'konfirmasi', 'chat', 'kode', 'nya', 'juga', 'lama']",login dan daftar paling ribet dunia tidak semua orang pakai whatsapp konfirmasi chat kode nya juga lama,login daftar paling ribet dunia semua orang pakai whatsapp konfirmasi chat kode lama,"['login', 'daftar', 'paling', 'ribet', 'dunia', 'semua', 'orang', 'pakai', 'whatsapp', 'konfirmasi', 'chat', 'kode', 'lama']"
konyol sudah orang no hp saya tidak pernah daftar saya malah send otp ke saya situ waras orang pesan pizza lewat guest sudah di bayar pizza tidak sampai situ punya aplikasi waras,"['konyol', 'sudah', 'orang', 'no', 'hp', 'saya', 'tidak', 'pernah', 'daftar', 'saya', 'malah', 'send', 'otp', 'ke', 'saya', 'situ', 'waras', 'orang', 'pesan', 'pizza', 'lewat', 'guest', 'sudah', 'di', 'bayar', 'pizza', 'tidak', 'sampai', 'situ', 'punya', 'aplikasi', 'waras']",konyol sudah orang no hp saya tidak pernah daftar saya malah send otp ke saya situ waras orang pesan pizza lewat guest sudah di bayar pizza tidak sampai situ punya aplikasi waras,konyol orang hp pernah daftar malah send otp situ waras orang pesan pizza lewat guest bayar pizza situ punya aplikasi waras,"['konyol', 'orang', 'hp', 'pernah', 'daftar', 'malah', 'send', 'otp', 'situ', 'waras', 'orang', 'pesan', 'pizza', 'lewat', 'guest', 'bayar', 'pizza', 'situ', 'punya', 'aplikasi', 'waras']"
for input string itu apa maksud  nya ya kok setelah disuruh update mlh begitu,"['for', 'input', 'string', 'itu', 'apa', 'maksud', 'nya', 'ya', 'kok', 'setelah', 'disuruh', 'update', 'mlh', 'begitu']",for input string itu apa maksud nya ya kok telah suruh update mlh begitu,for input string apa maksud kok suruh update mlh,"['for', 'input', 'string', 'apa', 'maksud', 'kok', 'suruh', 'update', 'mlh']"
malah susah diupgrade ih,"['malah', 'susah', 'diupgrade', 'ih']",malah susah diupgrade ih,malah susah diupgrade ih,"['malah', 'susah', 'diupgrade', 'ih']"
tidak guna mau login saja  tidak bisa kocak,"['tidak', 'guna', 'mau', 'login', 'saja', 'tidak', 'bisa', 'kocak']",tidak guna mau login saja tidak bisa kocak,mau login kocak,"['mau', 'login', 'kocak']"
saya pesanan di pizza hut kamu liang tolong dong masa tidak ngerti pakai  vocher dine out saya sudah bayar ribu  suruh bayar lagi ngaco,"['saya', 'pesanan', 'di', 'pizza', 'hut', 'kamu', 'liang', 'tolong', 'dong', 'masa', 'tidak', 'ngerti', 'pakai', 'vocher', 'dine', 'out', 'saya', 'sudah', 'bayar', 'ribu', 'suruh', 'bayar', 'lagi', 'ngaco']",saya pesan di pizza hut kamu liang tolong dong masa tidak ngerti pakai vocher dine out saya sudah bayar ribu suruh bayar lagi ngaco,pesan pizza hut liang dong masa ngerti pakai vocher dine out bayar ribu suruh bayar ngaco,"['pesan', 'pizza', 'hut', 'liang', 'dong', 'masa', 'ngerti', 'pakai', 'vocher', 'dine', 'out', 'bayar', 'ribu', 'suruh', 'bayar', 'ngaco']"
enak,['enak'],enak,enak,['enak']
sayangnya saya  tidak bisa menggunakan aplikasi ini lagi karena  hp saya tidak competible,"['sayangnya', 'saya', 'tidak', 'bisa', 'menggunakan', 'aplikasi', 'ini', 'lagi', 'karena', 'hp', 'saya', 'tidak', 'competible']",sayang saya tidak bisa guna aplikasi ini lagi karena hp saya tidak competible,sayang aplikasi hp competible,"['sayang', 'aplikasi', 'hp', 'competible']"
pelayanan sangat tidak memuaskan di pizza hut icon mall gresik baru datang  duduk kelaparan  ingin segera pesanan malah disuruh scan barcode terkendala di kode otp yang  sudah di input ke hp berkali eh liat orang di meja sebelah baru datang  langsung  di layani manual pesanan kan bangke ya kan butuh proses waktu lama kalau  kami di suruh pesan lewat barcode sudah kelaparan  disuruh pesanan sendiri pula lewat barcode taiiiiik,"['pelayanan', 'sangat', 'tidak', 'memuaskan', 'di', 'pizza', 'hut', 'icon', 'mall', 'gresik', 'baru', 'datang', 'duduk', 'kelaparan', 'ingin', 'segera', 'pesanan', 'malah', 'disuruh', 'scan', 'barcode', 'terkendala', 'di', 'kode', 'otp', 'yang', 'sudah', 'di', 'input', 'ke', 'hp', 'berkali', 'eh', 'liat', 'orang', 'di', 'meja', 'sebelah', 'baru', 'datang', 'langsung', 'di', 'layani', 'manual', 'pesanan', 'kan', 'bangke', 'ya', 'kan', 'butuh', 'proses', 'waktu', 'lama', 'kalau', 'kami', 'di', 'suruh', 'pesan', 'lewat', 'barcode', 'sudah', 'kelaparan', 'disuruh', 'pesanan', 'sendiri', 'pula', 'lewat', 'barcode', 'taiiiiik']",layan sangat tidak muas di pizza hut icon mall gresik baru datang duduk lapar ingin segera pesan malah suruh scan barcode kendala di kode otp yang sudah di input ke hp kali eh liat orang di meja belah baru datang langsung di layan manual pesan kan bangke ya kan butuh proses waktu lama kalau kami di suruh pesan lewat barcode sudah lapar suruh pesan sendiri pula lewat barcode taiiiiik,layan sangat muas pizza hut icon mall gresik baru datang duduk lapar segera pesan malah suruh scan barcode kendala kode otp input hp kali eh liat orang meja belah baru datang langsung layan manual pesan kan bangke kan butuh proses waktu lama suruh pesan lewat barcode lapar suruh pesan sendiri lewat barcode taiiiiik,"['layan', 'sangat', 'muas', 'pizza', 'hut', 'icon', 'mall', 'gresik', 'baru', 'datang', 'duduk', 'lapar', 'segera', 'pesan', 'malah', 'suruh', 'scan', 'barcode', 'kendala', 'kode', 'otp', 'input', 'hp', 'kali', 'eh', 'liat', 'orang', 'meja', 'belah', 'baru', 'datang', 'langsung', 'layan', 'manual', 'pesan', 'kan', 'bangke', 'kan', 'butuh', 'proses', 'waktu', 'lama', 'suruh', 'pesan', 'lewat', 'barcode', 'lapar', 'suruh', 'pesan', 'sendiri', 'lewat', 'barcode', 'taiiiiik']"
pesan dengan sangat mudah,"['pesan', 'dengan', 'sangat', 'mudah']",pesan dengan sangat mudah,pesan sangat mudah,"['pesan', 'sangat', 'mudah']"
pelayanan sekarang kurang memuaskan seperti dulu sekarang dapat point cuma sedikit,"['pelayanan', 'sekarang', 'kurang', 'memuaskan', 'seperti', 'dulu', 'sekarang', 'dapat', 'point', 'cuma', 'sedikit']",layan sekarang kurang muas seperti dulu sekarang dapat point cuma sedikit,layan sekarang kurang muas dulu sekarang point sedikit,"['layan', 'sekarang', 'kurang', 'muas', 'dulu', 'sekarang', 'point', 'sedikit']"
aplikasi lemot mau buka outlet yang  dipilih kudu nunggu setengah abad lol,"['aplikasi', 'lemot', 'mau', 'buka', 'outlet', 'yang', 'dipilih', 'kudu', 'nunggu', 'setengah', 'abad', 'lol']",aplikasi lot mau buka outlet yang pilih kudu nunggu tengah abad lol,aplikasi lot mau buka outlet pilih kudu nunggu tengah abad lol,"['aplikasi', 'lot', 'mau', 'buka', 'outlet', 'pilih', 'kudu', 'nunggu', 'tengah', 'abad', 'lol']"
habis update malah tidak bisa login karena  kode otp tidak dikirim padahal sebelum  update enak sangat  loginnya tinggal masukin email sama password lebih ribet lagi kalau  nomor  yang terdaftar tidak terhubung sama whats aplikasi,"['habis', 'update', 'malah', 'tidak', 'bisa', 'login', 'karena', 'kode', 'otp', 'tidak', 'dikirim', 'padahal', 'sebelum', 'update', 'enak', 'sangat', 'loginnya', 'tinggal', 'masukin', 'email', 'sama', 'password', 'lebih', 'ribet', 'lagi', 'kalau', 'nomor', 'yang', 'terdaftar', 'tidak', 'terhubung', 'sama', 'whats', 'aplikasi']",habis update malah tidak bisa login karena kode otp tidak kirim padahal belum update enak sangat loginnya tinggal masukin email sama password lebih ribet lagi kalau nomor yang daftar tidak hubung sama whats aplikasi,habis update malah login kode otp kirim padahal update enak sangat loginnya tinggal masukin email password lebih ribet nomor daftar hubung whats aplikasi,"['habis', 'update', 'malah', 'login', 'kode', 'otp', 'kirim', 'padahal', 'update', 'enak', 'sangat', 'loginnya', 'tinggal', 'masukin', 'email', 'password', 'lebih', 'ribet', 'nomor', 'daftar', 'hubung', 'whats', 'aplikasi']"
